Date,Price,Open,High,Low,Vol.,Change %,Ticker Symbol,Bank Name
09/12/2018,"25,000.0","25,500.0","25,550.0","25,000.0",1.46M,-1.57%,TCB,Techcombank
09/11/2018,"25,400.0","25,450.0","25,500.0","25,300.0",780.15K,-0.39%,TCB,Techcombank
09/10/2018,"25,500.0","25,400.0","25,500.0","25,000.0",1.30M,0.99%,TCB,Techcombank
09/07/2018,"25,250.0","25,000.0","25,300.0","24,900.0",2.15M,1.81%,TCB,Techcombank
09/06/2018,"24,800.0","25,800.0","25,900.0","24,800.0",2.69M,-3.88%,TCB,Techcombank
09/05/2018,"25,800.0","26,100.0","26,250.0","25,750.0",1.05M,-1.15%,TCB,Techcombank
09/04/2018,"26,100.0","26,300.0","26,600.0","26,050.0",991.61K,-0.76%,TCB,Techcombank
08/31/2018,"26,300.0","26,300.0","26,850.0","26,300.0",1.72M,0.00%,TCB,Techcombank
08/30/2018,"26,300.0","26,150.0","26,300.0","26,050.0",887.84K,0.57%,TCB,Techcombank
08/29/2018,"26,150.0","26,250.0","26,350.0","26,100.0",778.24K,-0.38%,TCB,Techcombank
08/28/2018,"26,250.0","26,600.0","26,800.0","26,200.0",1.63M,-0.94%,TCB,Techcombank
08/27/2018,"26,500.0","26,600.0","26,850.0","26,500.0",1.48M,-0.38%,TCB,Techcombank
08/24/2018,"26,600.0","26,750.0","26,950.0","26,500.0",817.01K,-0.56%,TCB,Techcombank
08/23/2018,"26,750.0","27,000.0","27,150.0","26,650.0",1.03M,0.38%,TCB,Techcombank
08/22/2018,"26,650.0","26,700.0","27,400.0","26,550.0",1.39M,0.57%,TCB,Techcombank
08/21/2018,"26,500.0","26,500.0","26,650.0","26,250.0",904.27K,0.00%,TCB,Techcombank
08/20/2018,"26,500.0","26,700.0","26,700.0","25,900.0",847.61K,0.00%,TCB,Techcombank
08/17/2018,"26,500.0","26,500.0","26,900.0","26,500.0",691.89K,0.00%,TCB,Techcombank
08/16/2018,"26,500.0","26,500.0","26,900.0","25,950.0",1.58M,0.00%,TCB,Techcombank
08/15/2018,"26,500.0","27,000.0","27,200.0","26,500.0",1.03M,-2.57%,TCB,Techcombank
08/14/2018,"27,200.0","27,500.0","27,500.0","27,000.0",850.44K,-0.91%,TCB,Techcombank
08/13/2018,"27,450.0","27,000.0","27,650.0","26,800.0",1.37M,0.92%,TCB,Techcombank
08/10/2018,"27,200.0","27,400.0","27,700.0","26,400.0",2.36M,-0.73%,TCB,Techcombank
08/09/2018,"27,400.0","27,900.0","28,300.0","27,400.0",2.34M,-1.26%,TCB,Techcombank
08/08/2018,"27,750.0","28,150.0","28,150.0","27,400.0",1.41M,-0.72%,TCB,Techcombank
08/07/2018,"27,950.0","27,750.0","28,200.0","27,400.0",1.67M,-0.18%,TCB,Techcombank
08/06/2018,"28,000.0","28,000.0","28,300.0","27,800.0",1.48M,-1.23%,TCB,Techcombank
08/03/2018,"28,350.0","28,600.0","28,900.0","28,000.0",2.42M,-0.53%,TCB,Techcombank
08/02/2018,"28,500.0","27,300.0","28,500.0","27,000.0",3.51M,3.45%,TCB,Techcombank
08/01/2018,"27,550.0","27,900.0","28,650.0","27,150.0",2.06M,-0.90%,TCB,Techcombank
07/31/2018,"27,800.0","26,150.0","27,900.0","26,000.0",4.69M,6.51%,TCB,Techcombank
07/30/2018,"26,100.0","25,950.0","26,200.0","25,900.0",1.44M,0.58%,TCB,Techcombank
07/27/2018,"25,950.0","25,800.0","26,200.0","25,600.0",1.43M,0.58%,TCB,Techcombank
07/26/2018,"25,800.0","26,000.0","26,250.0","25,500.0",645.43K,-3.55%,TCB,Techcombank
07/25/2018,"26,750.0","26,800.0","26,850.0","24,900.0",3.35M,1.33%,TCB,Techcombank
07/24/2018,"26,400.0","27,000.0","27,500.0","26,300.0",1.02M,-0.75%,TCB,Techcombank
07/23/2018,"26,600.0","27,300.0","27,850.0","26,600.0",878.37K,-4.66%,TCB,Techcombank
07/20/2018,"27,900.0","27,500.0","27,900.0","27,200.0",1.47M,0.00%,TCB,Techcombank
07/19/2018,"27,900.0","28,000.0","28,000.0","27,500.0",680.43K,-0.18%,TCB,Techcombank
07/18/2018,"27,950.0","27,500.0","28,500.0","27,300.0",1.14M,3.14%,TCB,Techcombank
07/17/2018,"27,100.0","26,200.0","27,500.0","25,700.0",1.17M,3.44%,TCB,Techcombank
07/16/2018,"26,200.0","26,000.0","26,200.0","25,750.0",430.16K,0.00%,TCB,Techcombank
07/13/2018,"26,200.0","26,400.0","26,500.0","26,000.0",406.50K,0.77%,TCB,Techcombank
07/12/2018,"26,000.0","25,100.0","26,000.0","25,100.0",686.18K,0.97%,TCB,Techcombank
07/11/2018,"25,750.0","27,100.0","27,100.0","25,750.0",1.13M,-6.87%,TCB,Techcombank
07/10/2018,"27,650.0","28,500.0","28,500.0","27,500.0",549.10K,-2.98%,TCB,Techcombank
07/09/2018,"28,500.0","29,000.0","29,200.0","27,850.0",631.24K,-1.04%,TCB,Techcombank
07/06/2018,"28,800.0","28,000.0","29,000.0","27,000.0",1.16M,2.31%,TCB,Techcombank
07/05/2018,"28,150.0","28,850.0","28,850.0","27,000.0",1.58M,4.26%,TCB,Techcombank
07/04/2018,"27,000.0","26,833.0","27,000.0","25,367.0",3.31M,-0.98%,TCB,Techcombank
07/03/2018,"27,267.0","29,167.0","29,433.0","27,267.0",6.34M,-6.94%,TCB,Techcombank
07/02/2018,"29,300.0","30,600.0","30,600.0","29,000.0",2.01M,-4.14%,TCB,Techcombank
06/29/2018,"30,567.0","30,333.0","30,667.0","29,000.0",4.75M,-0.54%,TCB,Techcombank
06/28/2018,"30,733.0","31,000.0","31,167.0","29,500.0",3.96M,-1.50%,TCB,Techcombank
06/27/2018,"31,200.0","31,167.0","31,667.0","31,167.0",1.18M,-1.47%,TCB,Techcombank
06/26/2018,"31,667.0","31,467.0","31,833.0","31,400.0",1.48M,-0.94%,TCB,Techcombank
06/25/2018,"31,967.0","32,000.0","32,333.0","31,900.0",2.76M,0.95%,TCB,Techcombank
06/22/2018,"31,667.0","31,700.0","31,700.0","31,200.0",986.13K,-0.21%,TCB,Techcombank
06/21/2018,"31,733.0","31,800.0","31,800.0","31,100.0",1.49M,0.00%,TCB,Techcombank
06/20/2018,"31,733.0","31,667.0","32,167.0","31,033.0",1.66M,0.21%,TCB,Techcombank
06/19/2018,"31,667.0","31,700.0","32,333.0","31,000.0",6.28M,-5.00%,TCB,Techcombank
06/18/2018,"33,333.0","34,700.0","35,000.0","32,667.0",2.48M,-4.94%,TCB,Techcombank
06/15/2018,"35,067.0","35,167.0","35,167.0","34,500.0",2.17M,0.19%,TCB,Techcombank
06/14/2018,"35,000.0","35,500.0","35,500.0","34,500.0",1.85M,-0.38%,TCB,Techcombank
06/13/2018,"35,133.0","35,000.0","36,000.0","34,833.0",2.32M,0.38%,TCB,Techcombank
06/12/2018,"35,000.0","36,000.0","36,000.0","34,300.0",3.42M,-3.67%,TCB,Techcombank
06/11/2018,"36,333.0","34,933.0","36,333.0","34,400.0",3.69M,3.61%,TCB,Techcombank
06/08/2018,"35,067.0","33,667.0","35,067.0","33,167.0",6.03M,6.91%,TCB,Techcombank
06/07/2018,"32,800.0","31,500.0","32,800.0","31,033.0",4.13M,6.96%,TCB,Techcombank
06/06/2018,"30,667.0","31,667.0","32,000.0","30,333.0",4.82M,-4.17%,TCB,Techcombank
06/05/2018,"32,000.0","33,033.0","35,333.0","32,000.0",4.07M,-6.25%,TCB,Techcombank
05/20/2024,"20,150.0","20,100.0","20,600.0","20,100.0",1.41M,0.25%,AGR,Agribank
05/17/2024,"20,100.0","19,700.0","20,300.0","19,400.0",2.31M,2.03%,AGR,Agribank
05/16/2024,"19,700.0","20,500.0","20,500.0","19,600.0",1.65M,0.25%,AGR,Agribank
05/15/2024,"19,650.0","19,150.0","20,100.0","18,950.0",3.15M,3.15%,AGR,Agribank
05/14/2024,"19,050.0","19,150.0","19,250.0","18,900.0",959.70K,-0.26%,AGR,Agribank
05/13/2024,"19,100.0","19,250.0","19,300.0","18,650.0",2.08M,1.06%,AGR,Agribank
05/10/2024,"18,900.0","18,650.0","19,000.0","18,450.0",1.48M,1.34%,AGR,Agribank
05/09/2024,"18,650.0","19,200.0","19,300.0","18,600.0",1.20M,-1.06%,AGR,Agribank
05/08/2024,"18,850.0","18,400.0","19,100.0","18,250.0",2.65M,1.62%,AGR,Agribank
05/07/2024,"18,550.0","19,050.0","19,050.0","18,400.0",1.69M,-0.54%,AGR,Agribank
05/06/2024,"18,650.0","17,250.0","19,000.0","17,250.0",2.47M,4.78%,AGR,Agribank
05/03/2024,"17,800.0","17,600.0","18,100.0","17,300.0",1.41M,1.42%,AGR,Agribank
05/02/2024,"17,550.0","18,400.0","18,600.0","17,250.0",2.16M,-2.50%,AGR,Agribank
04/26/2024,"18,000.0","16,950.0","18,450.0","16,950.0",1.71M,-1.10%,AGR,Agribank
04/25/2024,"18,200.0","18,800.0","18,800.0","18,000.0",1.98M,-1.62%,AGR,Agribank
04/24/2024,"18,500.0","17,750.0","18,700.0","17,500.0",2.97M,4.52%,AGR,Agribank
04/23/2024,"17,700.0","19,050.0","19,300.0","17,700.0",3.43M,-6.84%,AGR,Agribank
04/22/2024,"19,000.0","18,300.0","19,350.0","18,100.0",2.91M,3.83%,AGR,Agribank
04/19/2024,"18,300.0","19,000.0","19,700.0","18,300.0",6.26M,-6.87%,AGR,Agribank
04/17/2024,"19,650.0","20,950.0","20,950.0","19,500.0",2.93M,-4.15%,AGR,Agribank
04/16/2024,"20,500.0","20,150.0","20,500.0","18,850.0",4.29M,1.74%,AGR,Agribank
04/15/2024,"20,150.0","21,650.0","22,450.0","20,150.0",5.48M,-6.93%,AGR,Agribank
04/12/2024,"21,650.0","20,950.0","21,700.0","20,850.0",2.28M,3.34%,AGR,Agribank
04/11/2024,"20,950.0","20,200.0","21,000.0","20,100.0",1.43M,1.21%,AGR,Agribank
04/10/2024,"20,700.0","21,050.0","21,100.0","20,700.0",1.26M,-1.66%,AGR,Agribank
04/09/2024,"21,050.0","20,000.0","21,050.0","20,000.0",1.80M,3.95%,AGR,Agribank
04/08/2024,"20,250.0","20,500.0","20,750.0","19,100.0",2.28M,-1.22%,AGR,Agribank
04/05/2024,"20,500.0","19,850.0","20,950.0","19,850.0",3.10M,-3.76%,AGR,Agribank
04/04/2024,"21,300.0","21,800.0","21,800.0","21,000.0",2.60M,-2.29%,AGR,Agribank
04/03/2024,"21,800.0","22,400.0","23,000.0","21,750.0",3.39M,-2.24%,AGR,Agribank
04/02/2024,"22,300.0","20,600.0","22,300.0","20,600.0",1.88M,0.68%,AGR,Agribank
04/01/2024,"22,150.0","23,300.0","23,300.0","21,700.0",1.97M,-0.67%,AGR,Agribank
03/29/2024,"22,300.0","22,750.0","22,750.0","21,450.0",2.39M,-1.55%,AGR,Agribank
03/28/2024,"22,650.0","21,400.0","22,650.0","21,400.0",5.94M,6.84%,AGR,Agribank
03/27/2024,"21,200.0","21,100.0","21,400.0","21,050.0",1.41M,0.47%,AGR,Agribank
03/26/2024,"21,100.0","20,600.0","21,150.0","20,200.0",1.24M,1.69%,AGR,Agribank
03/25/2024,"20,750.0","21,100.0","21,350.0","20,650.0",1.95M,-1.66%,AGR,Agribank
03/22/2024,"21,100.0","20,800.0","21,500.0","20,750.0",3.70M,1.44%,AGR,Agribank
03/21/2024,"20,800.0","21,350.0","21,500.0","20,550.0",2.97M,0.24%,AGR,Agribank
03/20/2024,"20,750.0","20,300.0","20,900.0","20,100.0",1.94M,2.47%,AGR,Agribank
03/19/2024,"20,250.0","20,200.0","20,500.0","19,900.0",2.08M,0.50%,AGR,Agribank
03/18/2024,"20,150.0","21,600.0","21,650.0","20,000.0",6.76M,-6.28%,AGR,Agribank
03/15/2024,"21,500.0","21,350.0","21,500.0","20,700.0",3.02M,0.70%,AGR,Agribank
03/14/2024,"21,350.0","22,000.0","22,000.0","21,100.0",3.85M,-2.06%,AGR,Agribank
03/13/2024,"21,800.0","21,000.0","21,900.0","20,700.0",3.89M,4.31%,AGR,Agribank
03/12/2024,"20,900.0","21,200.0","21,250.0","20,500.0",2.90M,-1.42%,AGR,Agribank
03/11/2024,"21,200.0","20,800.0","21,600.0","20,500.0",3.08M,0.95%,AGR,Agribank
03/08/2024,"21,000.0","21,000.0","21,350.0","20,500.0",5.48M,2.94%,AGR,Agribank
03/07/2024,"20,400.0","19,400.0","20,400.0","19,400.0",4.33M,9.38%,AGR,Agribank
03/06/2024,"18,650.0","19,000.0","19,400.0","18,600.0",2.87M,-0.80%,AGR,Agribank
03/05/2024,"18,800.0","18,100.0","18,800.0","17,700.0",3.11M,3.87%,AGR,Agribank
03/04/2024,"18,100.0","18,250.0","18,450.0","17,800.0",1.85M,0.00%,AGR,Agribank
03/01/2024,"18,100.0","17,650.0","18,500.0","17,500.0",3.49M,3.72%,AGR,Agribank
02/29/2024,"17,450.0","17,400.0","17,800.0","17,300.0",2.74M,0.87%,AGR,Agribank
02/28/2024,"17,300.0","17,500.0","17,500.0","17,100.0",1.12M,-0.57%,AGR,Agribank
02/27/2024,"17,400.0","17,350.0","17,650.0","17,150.0",1.60M,0.58%,AGR,Agribank
02/26/2024,"17,300.0","16,600.0","17,300.0","16,500.0",2.08M,3.59%,AGR,Agribank
02/23/2024,"16,700.0","17,250.0","17,300.0","16,150.0",2.62M,-2.62%,AGR,Agribank
02/22/2024,"17,150.0","17,400.0","17,500.0","17,100.0",1.14M,-1.44%,AGR,Agribank
02/21/2024,"17,400.0","17,500.0","17,500.0","17,200.0",877.70K,-0.57%,AGR,Agribank
02/20/2024,"17,500.0","17,300.0","17,750.0","17,300.0",2.71M,1.74%,AGR,Agribank
02/19/2024,"17,200.0","17,350.0","17,350.0","16,900.0",1.72M,-0.58%,AGR,Agribank
02/16/2024,"17,300.0","17,400.0","17,550.0","17,150.0",1.31M,0.00%,AGR,Agribank
02/15/2024,"17,300.0","17,400.0","17,450.0","17,150.0",1.20M,-0.29%,AGR,Agribank
02/07/2024,"17,350.0","17,300.0","17,500.0","17,150.0",1.21M,0.00%,AGR,Agribank
02/06/2024,"17,350.0","17,300.0","17,650.0","17,100.0",1.18M,0.58%,AGR,Agribank
02/05/2024,"17,250.0","17,200.0","17,500.0","17,000.0",1.34M,0.29%,AGR,Agribank
02/02/2024,"17,200.0","17,000.0","17,350.0","17,000.0",3.70M,2.08%,AGR,Agribank
02/01/2024,"16,850.0","16,400.0","16,850.0","16,400.0",1.19M,2.74%,AGR,Agribank
01/31/2024,"16,400.0","16,650.0","17,150.0","16,400.0",2.62M,-0.91%,AGR,Agribank
01/30/2024,"16,550.0","16,500.0","16,550.0","16,300.0",1.01M,0.30%,AGR,Agribank
01/29/2024,"16,500.0","16,600.0","16,750.0","16,500.0",522.40K,-0.60%,AGR,Agribank
01/26/2024,"16,600.0","16,650.0","16,700.0","16,500.0",653.90K,0.00%,AGR,Agribank
01/25/2024,"16,600.0","16,700.0","16,800.0","16,500.0",512.90K,0.00%,AGR,Agribank
01/24/2024,"16,600.0","16,600.0","16,900.0","16,500.0",1.53M,0.00%,AGR,Agribank
01/23/2024,"16,600.0","16,700.0","16,800.0","16,500.0",809.60K,-0.60%,AGR,Agribank
01/22/2024,"16,700.0","16,600.0","16,750.0","16,350.0",1.13M,1.52%,AGR,Agribank
01/19/2024,"16,450.0","16,700.0","16,800.0","16,400.0",991.10K,-0.30%,AGR,Agribank
01/18/2024,"16,500.0","16,600.0","16,950.0","16,350.0",1.50M,-0.60%,AGR,Agribank
01/17/2024,"16,600.0","16,550.0","17,250.0","16,400.0",2.03M,0.61%,AGR,Agribank
01/16/2024,"16,500.0","16,100.0","16,500.0","16,050.0",1.06M,1.85%,AGR,Agribank
01/15/2024,"16,200.0","16,650.0","16,800.0","16,200.0",1.40M,-2.41%,AGR,Agribank
01/12/2024,"16,600.0","16,500.0","16,950.0","16,500.0",1.59M,-1.19%,AGR,Agribank
01/11/2024,"16,800.0","16,600.0","17,000.0","16,550.0",1.68M,1.51%,AGR,Agribank
01/10/2024,"16,550.0","16,850.0","16,900.0","16,350.0",1.67M,-1.78%,AGR,Agribank
01/09/2024,"16,850.0","17,200.0","17,200.0","16,700.0",1.63M,-0.88%,AGR,Agribank
01/08/2024,"17,000.0","16,500.0","17,100.0","16,500.0",3.66M,3.66%,AGR,Agribank
01/05/2024,"16,400.0","16,400.0","16,500.0","16,200.0",1.20M,0.61%,AGR,Agribank
01/04/2024,"16,300.0","16,150.0","16,600.0","16,050.0",3.41M,1.56%,AGR,Agribank
01/03/2024,"16,050.0","15,900.0","16,050.0","15,850.0",913.00K,0.94%,AGR,Agribank
01/02/2024,"15,900.0","16,450.0","16,450.0","15,900.0",1.30M,-0.93%,AGR,Agribank
12/29/2023,"16,050.0","16,200.0","16,200.0","16,000.0",746.60K,-0.31%,AGR,Agribank
12/28/2023,"16,100.0","16,150.0","16,200.0","16,050.0",969.10K,-0.62%,AGR,Agribank
12/27/2023,"16,200.0","16,050.0","16,300.0","16,000.0",1.47M,1.25%,AGR,Agribank
12/26/2023,"16,000.0","15,950.0","16,100.0","15,850.0",796.30K,0.63%,AGR,Agribank
12/25/2023,"15,900.0","15,800.0","16,100.0","15,600.0",1.90M,-0.31%,AGR,Agribank
12/22/2023,"15,950.0","16,050.0","16,250.0","15,800.0",1.24M,-0.62%,AGR,Agribank
12/21/2023,"16,050.0","15,900.0","16,100.0","15,800.0",696.80K,-0.31%,AGR,Agribank
12/20/2023,"16,100.0","15,950.0","16,250.0","15,900.0",831.90K,0.94%,AGR,Agribank
12/19/2023,"15,950.0","15,700.0","15,950.0","15,450.0",953.20K,1.59%,AGR,Agribank
12/18/2023,"15,700.0","15,900.0","15,900.0","15,550.0",1.04M,-1.26%,AGR,Agribank
12/15/2023,"15,900.0","15,850.0","16,200.0","15,800.0",1.31M,0.32%,AGR,Agribank
12/14/2023,"15,850.0","16,100.0","16,100.0","15,700.0",1.06M,0.32%,AGR,Agribank
12/13/2023,"15,800.0","16,000.0","16,300.0","15,700.0",1.54M,-0.94%,AGR,Agribank
12/12/2023,"15,950.0","16,050.0","16,250.0","15,950.0",706.20K,-0.62%,AGR,Agribank
12/11/2023,"16,050.0","16,150.0","16,150.0","15,750.0",1.52M,0.00%,AGR,Agribank
12/08/2023,"16,050.0","16,350.0","16,400.0","15,800.0",1.29M,-1.83%,AGR,Agribank
12/07/2023,"16,350.0","16,850.0","16,900.0","15,750.0",5.08M,-2.68%,AGR,Agribank
12/06/2023,"16,800.0","16,650.0","16,850.0","16,500.0",1.77M,1.20%,AGR,Agribank
12/05/2023,"16,600.0","16,700.0","16,850.0","16,500.0",1.70M,-0.30%,AGR,Agribank
12/04/2023,"16,650.0","16,050.0","16,700.0","15,900.0",4.04M,6.39%,AGR,Agribank
12/01/2023,"15,650.0","15,600.0","15,700.0","15,250.0",1.14M,1.62%,AGR,Agribank
11/30/2023,"15,400.0","15,600.0","15,850.0","15,400.0",2.13M,-1.28%,AGR,Agribank
11/29/2023,"15,600.0","15,650.0","15,750.0","15,400.0",1.59M,1.30%,AGR,Agribank
11/28/2023,"15,400.0","15,200.0","15,400.0","14,850.0",1.41M,1.65%,AGR,Agribank
11/27/2023,"15,150.0","15,400.0","15,500.0","15,100.0",857.60K,-2.26%,AGR,Agribank
11/24/2023,"15,500.0","15,000.0","15,500.0","14,400.0",3.05M,4.73%,AGR,Agribank
11/23/2023,"14,800.0","16,200.0","16,200.0","14,800.0",2.23M,-6.92%,AGR,Agribank
11/22/2023,"15,900.0","15,700.0","15,900.0","15,500.0",1.91M,1.60%,AGR,Agribank
11/21/2023,"15,650.0","15,750.0","15,900.0","15,500.0",1.76M,0.97%,AGR,Agribank
11/20/2023,"15,500.0","14,700.0","15,800.0","14,550.0",2.33M,3.33%,AGR,Agribank
11/17/2023,"15,000.0","15,450.0","15,550.0","14,800.0",2.84M,-2.91%,AGR,Agribank
11/16/2023,"15,450.0","15,000.0","15,450.0","14,850.0",1.49M,3.00%,AGR,Agribank
11/15/2023,"15,000.0","15,450.0","15,600.0","15,000.0",2.20M,0.33%,AGR,Agribank
11/14/2023,"14,950.0","15,200.0","15,350.0","14,900.0",2.25M,1.01%,AGR,Agribank
11/13/2023,"14,800.0","14,950.0","15,200.0","14,600.0",1.73M,-0.67%,AGR,Agribank
11/10/2023,"14,900.0","14,550.0","15,500.0","14,550.0",2.57M,-0.33%,AGR,Agribank
11/09/2023,"14,950.0","15,200.0","15,300.0","14,750.0",2.76M,3.46%,AGR,Agribank
11/08/2023,"14,450.0","13,600.0","14,450.0","13,400.0",2.66M,6.64%,AGR,Agribank
11/07/2023,"13,550.0","13,600.0","13,950.0","13,400.0",1.33M,-1.09%,AGR,Agribank
11/06/2023,"13,700.0","13,700.0","13,850.0","13,200.0",1.06M,1.86%,AGR,Agribank
11/03/2023,"13,450.0","13,700.0","13,700.0","13,250.0",2.11M,0.37%,AGR,Agribank
11/02/2023,"13,400.0","12,850.0","13,400.0","12,700.0",1.85M,6.77%,AGR,Agribank
11/01/2023,"12,550.0","11,750.0","12,550.0","11,400.0",1.87M,6.81%,AGR,Agribank
10/31/2023,"11,750.0","12,600.0","12,800.0","11,700.0",1.82M,-6.00%,AGR,Agribank
10/30/2023,"12,500.0","13,050.0","13,350.0","12,500.0",1.02M,-4.58%,AGR,Agribank
10/27/2023,"13,100.0","13,050.0","13,450.0","12,450.0",1.48M,-0.38%,AGR,Agribank
10/26/2023,"13,150.0","13,700.0","13,700.0","13,150.0",2.82M,-6.74%,AGR,Agribank
10/25/2023,"14,100.0","14,350.0","14,600.0","14,100.0",1.35M,-1.40%,AGR,Agribank
10/24/2023,"14,300.0","14,100.0","14,300.0","13,850.0",1.16M,2.14%,AGR,Agribank
10/23/2023,"14,000.0","14,600.0","14,650.0","13,800.0",1.69M,-4.11%,AGR,Agribank
10/20/2023,"14,600.0","13,950.0","14,700.0","13,100.0",2.90M,4.66%,AGR,Agribank
10/19/2023,"13,950.0","15,000.0","15,000.0","13,950.0",3.04M,-6.69%,AGR,Agribank
10/18/2023,"14,950.0","15,700.0","15,850.0","14,500.0",4.26M,-3.86%,AGR,Agribank
10/17/2023,"15,550.0","16,850.0","16,900.0","15,550.0",2.41M,-6.89%,AGR,Agribank
10/16/2023,"16,700.0","17,050.0","17,100.0","16,500.0",1.61M,-1.47%,AGR,Agribank
10/13/2023,"16,950.0","17,050.0","17,400.0","16,550.0",2.38M,-2.02%,AGR,Agribank
10/12/2023,"17,300.0","17,700.0","17,750.0","17,200.0",1.72M,-1.14%,AGR,Agribank
10/11/2023,"17,500.0","16,700.0","17,500.0","16,500.0",2.77M,5.74%,AGR,Agribank
10/10/2023,"16,550.0","16,700.0","16,800.0","16,500.0",2.50M,1.53%,AGR,Agribank
10/09/2023,"16,300.0","16,150.0","16,500.0","16,100.0",1.57M,1.24%,AGR,Agribank
10/06/2023,"16,100.0","15,750.0","16,500.0","15,350.0",1.68M,1.90%,AGR,Agribank
10/05/2023,"15,800.0","16,650.0","16,850.0","15,550.0",1.62M,-4.24%,AGR,Agribank
10/04/2023,"16,500.0","15,150.0","17,000.0","15,150.0",2.53M,-0.30%,AGR,Agribank
10/03/2023,"16,550.0","17,400.0","17,600.0","16,550.0",3.82M,-6.76%,AGR,Agribank
10/02/2023,"17,750.0","17,300.0","18,000.0","17,300.0",1.63M,2.31%,AGR,Agribank
09/29/2023,"17,350.0","17,750.0","18,000.0","17,350.0",1.59M,-1.42%,AGR,Agribank
09/28/2023,"17,600.0","17,400.0","18,100.0","17,200.0",2.82M,1.73%,AGR,Agribank
09/27/2023,"17,300.0","16,350.0","17,300.0","16,100.0",2.77M,6.79%,AGR,Agribank
09/26/2023,"16,200.0","16,100.0","17,750.0","16,100.0",3.96M,-3.28%,AGR,Agribank
09/25/2023,"16,750.0","17,700.0","18,000.0","16,750.0",3.02M,-6.94%,AGR,Agribank
09/22/2023,"18,000.0","18,800.0","18,900.0","18,000.0",5.31M,-6.98%,AGR,Agribank
09/21/2023,"19,350.0","20,400.0","20,400.0","19,250.0",2.26M,-4.68%,AGR,Agribank
09/20/2023,"20,300.0","19,600.0","20,400.0","19,400.0",2.56M,4.64%,AGR,Agribank
09/19/2023,"19,400.0","19,450.0","19,650.0","18,850.0",1.53M,0.00%,AGR,Agribank
09/18/2023,"19,400.0","19,000.0","19,700.0","18,750.0",1.77M,0.78%,AGR,Agribank
09/15/2023,"19,250.0","19,600.0","19,700.0","18,900.0",2.55M,-2.28%,AGR,Agribank
09/14/2023,"19,700.0","19,300.0","20,000.0","19,100.0",2.83M,2.60%,AGR,Agribank
09/13/2023,"19,200.0","19,500.0","20,050.0","18,900.0",3.05M,0.26%,AGR,Agribank
09/12/2023,"19,150.0","18,050.0","19,150.0","17,850.0",3.68M,6.98%,AGR,Agribank
09/11/2023,"17,900.0","18,000.0","18,650.0","17,850.0",3.66M,1.13%,AGR,Agribank
09/08/2023,"17,700.0","17,800.0","17,950.0","17,500.0",1.45M,-0.56%,AGR,Agribank
09/07/2023,"17,800.0","17,800.0","17,950.0","17,600.0",1.76M,0.28%,AGR,Agribank
09/06/2023,"17,750.0","17,500.0","18,200.0","17,100.0",2.55M,2.31%,AGR,Agribank
09/05/2023,"17,350.0","17,700.0","17,700.0","17,150.0",1.92M,0.00%,AGR,Agribank
08/31/2023,"17,350.0","17,300.0","17,900.0","17,200.0",2.06M,0.29%,AGR,Agribank
08/30/2023,"17,300.0","16,400.0","17,500.0","16,400.0",4.12M,4.85%,AGR,Agribank
08/29/2023,"16,500.0","16,250.0","16,700.0","16,100.0",3.06M,2.80%,AGR,Agribank
08/28/2023,"16,050.0","15,800.0","16,100.0","15,700.0",2.01M,2.23%,AGR,Agribank
08/25/2023,"15,700.0","15,550.0","15,950.0","15,450.0",2.06M,1.62%,AGR,Agribank
08/24/2023,"15,450.0","15,100.0","15,450.0","14,800.0",1.65M,3.00%,AGR,Agribank
08/23/2023,"15,000.0","15,500.0","15,500.0","14,950.0",921.30K,-1.32%,AGR,Agribank
08/22/2023,"15,200.0","15,100.0","15,250.0","13,950.0",3.17M,1.33%,AGR,Agribank
08/21/2023,"15,000.0","15,300.0","15,500.0","14,700.0",1.71M,-1.96%,AGR,Agribank
08/18/2023,"15,300.0","16,300.0","16,350.0","15,300.0",3.29M,-6.71%,AGR,Agribank
08/17/2023,"16,400.0","16,300.0","16,900.0","16,150.0",2.67M,1.23%,AGR,Agribank
08/16/2023,"16,200.0","16,150.0","16,300.0","16,000.0",1.63M,-0.31%,AGR,Agribank
08/15/2023,"16,250.0","16,550.0","16,550.0","16,200.0",1.37M,-1.52%,AGR,Agribank
08/14/2023,"16,500.0","16,300.0","16,700.0","15,950.0",2.72M,3.13%,AGR,Agribank
08/11/2023,"16,000.0","15,550.0","16,150.0","15,500.0",2.88M,2.89%,AGR,Agribank
08/10/2023,"15,550.0","15,550.0","15,800.0","15,550.0",1.76M,-0.64%,AGR,Agribank
08/09/2023,"15,650.0","15,800.0","15,900.0","15,550.0",1.91M,-1.88%,AGR,Agribank
08/08/2023,"15,950.0","16,150.0","16,250.0","15,850.0",1.41M,-1.24%,AGR,Agribank
08/07/2023,"16,150.0","16,000.0","16,300.0","15,800.0",2.79M,3.19%,AGR,Agribank
08/04/2023,"15,650.0","15,500.0","15,700.0","15,300.0",2.08M,1.62%,AGR,Agribank
08/03/2023,"15,400.0","15,300.0","15,650.0","15,150.0",1.99M,0.98%,AGR,Agribank
08/02/2023,"15,250.0","15,100.0","15,300.0","15,100.0",1.33M,0.33%,AGR,Agribank
08/01/2023,"15,200.0","15,750.0","15,750.0","15,200.0",1.99M,-2.56%,AGR,Agribank
